RetailPrice
1.615533644
3.087137817
0.549417293
5.661671336
4.391108371
0.520793672
3.213068111
1.009797227
2.235873197
0.825991214
2.181327679
1.323517301
1.881247292
1.0971216
1.293531779
1.677931582
1.51759201
0.652794547
1.987998844
2.078430025
6.877702325
2.508449644
1.480396173
0.316638779
